Approach,Climate,Club,Country,Iteration,parameter,Scenario,tag,Forest,Max_Iteration
Diplomatic,Temperate,outside,mena,48,qxw,Scenario_D,non-producer,26851.1737689972,49
Diplomatic,Temperate,outside,ssa,27,qxw,Scenario_D,non-producer,19100.2262916565,49
Realistic_wi_china,Tropical,outside,nigeria,4,qo,Scenario_D,non-producer,31656.3045654297,5
Diplomatic,Boreal,inside,oceania,11,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,ssa,46,qxw,Scenario_D,non-producer,20298.9422035217,49
Diplomatic,Boreal,inside,oceania,24,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,inside,japan,5,qo,Scenario_D,non-producer,-93.7337493896484,5
Diplomatic,Boreal,inside,bolivia,44,qxw,Scenario_D,producer,0,49
Realistic_wi_china,Temperate,inside,japan,4,qo,Scenario_D,non-producer,-7603.15234375,5
Diplomatic,Boreal,outside,venezuela,15,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,madagascar,42,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,restofworld,24,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,efta,30,qo,Scenario_D,non-producer,-947.852478027344,49
Diplomatic,Tropical,outside,china,12,qxw,Scenario_D,non-producer,789.592498779297,49
Diplomatic,Tropical,inside,uruguay,2,qo,Scenario_D,non-producer,0,49
Idealist,Boreal,inside,india,5,qxw,Scenario_D,non-producer,0,5
Realistic_wo_china,Boreal,outside,madagascar,1,qxw,Scenario_D,non-producer,0,5
Realistic_wo_china,Temperate,outside,angdrc,4,qxw,Scenario_D,producer,876.894866943359,5
Diplomatic,Tropical,inside,japan,16,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,nigeria,10,qxw,Scenario_D,non-producer,30388.3916015625,49
Diplomatic,Temperate,outside,mozambique,14,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Temperate,outside,nigeria,1,qo,Scenario_D,non-producer,0,5
Diplomatic,Temperate,outside,mozambique,21,qxw,Scenario_D,non-producer,0,49
Idealist,Temperate,inside,eu27,5,qxw,Scenario_D,non-producer,-91671.3142089844,5
Realistic_wo_china,Tropical,outside,latinamer,1,qoes,Scenario_D,non-producer,904.703442573547,4
Diplomatic,Tropical,outside,argentina,4,qo,Scenario_D,producer,0,49
Diplomatic,Tropical,outside,seasia,41,qxw,Scenario_D,non-producer,24783.873046875,49
Realistic_wo_china,Boreal,inside,us,2,qo,Scenario_D,non-producer,-259.793165922165,5
Diplomatic,Temperate,outside,brasil,42,qxw,Scenario_D,producer,18814.005859375,49
Realistic_wi_china,Boreal,inside,newzealand,5,qxw,Scenario_D,non-producer,-14.5181016921997,5
Diplomatic,Tropical,outside,myanmar,25,qo,Scenario_D,non-producer,3243.52569580078,49
Diplomatic,Temperate,outside,ghana,45,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,india,24,qxw,Scenario_D,non-producer,2520.64196777344,49
Diplomatic,Boreal,outside,seasia,25,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Boreal,outside,paraguay,4,qoes,Scenario_D,producer,0,4
Diplomatic,Boreal,inside,efta,45,qxw,Scenario_D,non-producer,-914.806579589844,49
Diplomatic,Temperate,inside,japan,30,qxw,Scenario_D,non-producer,-10577.2051086426,49
Idealist,Boreal,inside,brasil,3,qo,Scenario_D,producer,0,6
Diplomatic,Temperate,outside,bolivia,22,qo,Scenario_D,producer,-33696.6906738281,49
Diplomatic,Boreal,inside,japan,24,qo,Scenario_D,non-producer,-147.965789794922,49
Realistic_wi_china,Tropical,outside,angdrc,4,qoes,Scenario_D,producer,30639.8843994141,5
Diplomatic,Temperate,outside,brasil,6,qo,Scenario_D,producer,14347.2021484375,49
Diplomatic,Temperate,outside,myanmar,44,qo,Scenario_D,non-producer,858.098587036133,49
Diplomatic,Tropical,outside,ssa,10,qxw,Scenario_D,non-producer,178126.422210693,49
Realistic_wo_china,Tropical,outside,madagascar,1,qo,Scenario_D,non-producer,483.493827819824,5
Diplomatic,Tropical,outside,paraguay,42,qo,Scenario_D,producer,-75115.7109375,49
Diplomatic,Tropical,inside,mexico,15,qxw,Scenario_D,non-producer,-8912.43682861328,49
Realistic_wo_china,Boreal,inside,eu27,1,qoes,Scenario_D,non-producer,-9481.55505275726,4
Diplomatic,Boreal,outside,angdrc,25,qxw,Scenario_D,producer,0,49
Realistic_wo_china,Boreal,outside,mena,4,qoes,Scenario_D,non-producer,35.0787506103516,4
Idealist,Temperate,inside,india,6,qo,Scenario_D,non-producer,-3057.31442260742,6
Diplomatic,Tropical,outside,venezuela,16,qxw,Scenario_D,non-producer,-184.26605963707,49
Diplomatic,Tropical,outside,russia,32,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,china,22,qo,Scenario_D,non-producer,23706.1842103004,49
Realistic_wo_china,Tropical,inside,newzealand,2,qo,Scenario_D,non-producer,0,5
Diplomatic,Temperate,inside,colombia,45,qo,Scenario_D,producer,-357.162010192871,49
Realistic_wo_china,Temperate,outside,paraguay,3,qo,Scenario_D,producer,31.241361618042,5
Diplomatic,Temperate,outside,indonesia,0,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,latinamer,35,qo,Scenario_D,non-producer,816.205871582031,49
Diplomatic,Tropical,inside,efta,19,qxw,Scenario_D,non-producer,0,49
Idealist,Temperate,inside,uk,3,qo,Scenario_D,non-producer,-1415.8457736969,6
Diplomatic,Temperate,outside,mozambique,16,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,malasya,30,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,oceania,8,qo,Scenario_D,non-producer,-7050.412109375,49
Diplomatic,Boreal,outside,madagascar,33,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,mena,37,qo,Scenario_D,non-producer,3.45730668306351,49
Diplomatic,Temperate,outside,angdrc,1,qxw,Scenario_D,producer,378.012115478516,49
Diplomatic,Tropical,outside,india,6,qo,Scenario_D,non-producer,41039.1370239258,49
Diplomatic,Tropical,inside,argentina,16,qxw,Scenario_D,producer,0,49
Realistic_wi_china,Boreal,outside,bolivia,5,qoes,Scenario_D,producer,0,5
Diplomatic,Boreal,outside,mozambique,31,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,venezuela,10,qxw,Scenario_D,non-producer,0,49
Idealist,Tropical,inside,latinamer,5,qxw,Scenario_D,non-producer,-7636.35459136963,5
Diplomatic,Tropical,outside,china,48,qxw,Scenario_D,non-producer,789.592498779297,49
Diplomatic,Temperate,outside,angdrc,40,qxw,Scenario_D,producer,1072.69577026367,49
Diplomatic,Temperate,inside,paraguay,18,qxw,Scenario_D,producer,-156.901290893555,49
Diplomatic,Temperate,outside,ssa,34,qxw,Scenario_D,non-producer,20298.9422035217,49
Diplomatic,Boreal,inside,oceania,22,qo,Scenario_D,non-producer,0,49
Realistic_wo_china,Temperate,inside,japan,1,qxw,Scenario_D,non-producer,-1035.34655570984,5
Diplomatic,Boreal,inside,efta,17,qxw,Scenario_D,non-producer,-948.288078308105,49
Diplomatic,Tropical,outside,india,9,qxw,Scenario_D,non-producer,29230.7808227539,49
Diplomatic,Tropical,outside,myanmar,15,qo,Scenario_D,non-producer,3555.68151855469,49
Diplomatic,Boreal,inside,ghana,37,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,efta,44,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,southasia,6,qo,Scenario_D,non-producer,4475.39422607422,49
Diplomatic,Temperate,outside,peru,14,qo,Scenario_D,producer,11889.2625427246,49
Diplomatic,Temperate,outside,southasia,13,qxw,Scenario_D,non-producer,777.397780060768,49
Diplomatic,Boreal,inside,canada,3,qoes,Scenario_D,non-producer,57822.6949462891,4
Diplomatic,Tropical,inside,oceania,23,qo,Scenario_D,non-producer,-1276.31607627869,49
Diplomatic,Temperate,outside,ivorycoast,43,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,nigeria,12,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,canada,43,qo,Scenario_D,non-producer,-66072.6628417969,49
Diplomatic,Temperate,outside,seasia,45,qo,Scenario_D,non-producer,1293.8989315033,49
Diplomatic,Temperate,outside,nigeria,13,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,outside,india,1,qo,Scenario_D,non-producer,0,5
Diplomatic,Boreal,outside,bolivia,1,qoes,Scenario_D,producer,0,4
Diplomatic,Tropical,inside,paraguay,0,qo,Scenario_D,producer,-206.780319213867,49
Diplomatic,Temperate,outside,russia,45,qxw,Scenario_D,non-producer,31219.4978866577,49
Diplomatic,Boreal,outside,myanmar,33,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Tropical,inside,eu27,2,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,inside,newzealand,27,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,china,10,qo,Scenario_D,non-producer,2139.26707267761,49
Realistic_wi_china,Temperate,inside,oceania,5,qoes,Scenario_D,non-producer,-230.500918626785,5
Diplomatic,Boreal,outside,mena,47,qo,Scenario_D,non-producer,21.6118619441986,49
Diplomatic,Tropical,inside,oceania,33,qxw,Scenario_D,non-producer,-786.249061584473,49
Idealist,Temperate,inside,restofworld,2,qxw,Scenario_D,non-producer,-46097.7951402664,5
Diplomatic,Boreal,inside,ivorycoast,43,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,canada,38,qo,Scenario_D,non-producer,0,49
Realistic_wo_china,Tropical,outside,newzealand,1,qo,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,colombia,33,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,canada,40,qxw,Scenario_D,non-producer,-177273.45123291,49
Diplomatic,Tropical,outside,latinamer,44,qo,Scenario_D,non-producer,68287.26171875,49
Idealist,Temperate,outside,us,0,qxw,Scenario_D,non-producer,6553.68390274048,5
Realistic_wi_china,Tropical,outside,eastasia,4,qo,Scenario_D,non-producer,571.090881347656,5
Diplomatic,Temperate,inside,uruguay,49,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,india,49,qo,Scenario_D,non-producer,3051.94195556641,49
Diplomatic,Tropical,outside,eastasia,36,qo,Scenario_D,non-producer,289.986358642578,49
Diplomatic,Boreal,outside,malasya,23,qo,Scenario_D,producer,0,49
Diplomatic,Boreal,outside,indonesia,42,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,newzealand,7,qxw,Scenario_D,non-producer,-3582.74566650391,49
Diplomatic,Temperate,outside,china,13,qo,Scenario_D,non-producer,35676.6764431,49
Diplomatic,Tropical,outside,madagascar,12,qxw,Scenario_D,non-producer,25215.1408691406,49
Diplomatic,Boreal,outside,myanmar,39,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,southasia,4,qoes,Scenario_D,non-producer,1494.78239914775,4
Diplomatic,Tropical,outside,ivorycoast,17,qxw,Scenario_D,producer,384042.900634766,49
Diplomatic,Temperate,inside,peru,44,qxw,Scenario_D,producer,12819.2025604248,49
Realistic_wo_china,Boreal,inside,uruguay,2,qo,Scenario_D,non-producer,0,5
Realistic_wo_china,Tropical,outside,southasia,3,qo,Scenario_D,non-producer,4027.1178894043,5
Diplomatic,Tropical,inside,ivorycoast,3,qxw,Scenario_D,producer,74365.2986450195,49
Realistic_wo_china,Temperate,outside,india,3,qo,Scenario_D,non-producer,2994.49667358398,5
Realistic_wi_china,Tropical,outside,efta,0,qxw,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,mena,49,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,us,49,qxw,Scenario_D,non-producer,-118175.283737183,49
Diplomatic,Temperate,outside,ghana,31,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,eastasia,40,qxw,Scenario_D,non-producer,8399.48287963867,49
Diplomatic,Boreal,outside,southasia,0,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,brasil,0,qxw,Scenario_D,producer,28886.8150634766,49
Diplomatic,Tropical,inside,oceania,14,qo,Scenario_D,non-producer,-885.407073974609,49
Realistic_wo_china,Tropical,inside,colombia,3,qo,Scenario_D,producer,-963.158648014069,5
Idealist,Temperate,outside,ssa,0,qo,Scenario_D,non-producer,-1027.98965764046,6
Diplomatic,Boreal,inside,us,29,qxw,Scenario_D,non-producer,40.5054471194744,49
Diplomatic,Temperate,outside,southasia,25,qxw,Scenario_D,non-producer,777.397780060768,49
Realistic_wi_china,Boreal,outside,india,1,qxw,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,india,42,qxw,Scenario_D,non-producer,29230.7808227539,49
Idealist,Temperate,inside,restofworld,3,qxw,Scenario_D,non-producer,-7800.43455421925,5
Diplomatic,Boreal,outside,eastasia,1,qo,Scenario_D,non-producer,507.350715637207,49
Idealist,Boreal,outside,china,0,qo,Scenario_D,non-producer,9.36219787597656,6
Realistic_wo_china,Temperate,outside,malasya,3,qxw,Scenario_D,producer,0,5
Diplomatic,Temperate,outside,mozambique,14,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,seasia,17,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Boreal,inside,efta,4,qo,Scenario_D,non-producer,-933.791305541992,5
Diplomatic,Temperate,outside,latinamer,44,qxw,Scenario_D,non-producer,14865.4981384277,49
Diplomatic,Boreal,outside,madagascar,9,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,outside,argentina,3,qo,Scenario_D,producer,163.780029296875,5
Diplomatic,Temperate,outside,indonesia,49,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,mozambique,37,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,ivorycoast,30,qxw,Scenario_D,producer,0,49
Idealist,Boreal,inside,latinamer,4,qo,Scenario_D,non-producer,-3530.48882293701,6
Realistic_wi_china,Boreal,inside,uk,5,qxw,Scenario_D,non-producer,-25.4677405357361,5
Diplomatic,Boreal,inside,ivorycoast,37,qxw,Scenario_D,producer,0,49
Realistic_wo_china,Boreal,outside,madagascar,0,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,inside,canada,44,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,russia,13,qxw,Scenario_D,non-producer,28900.0042419434,49
Diplomatic,Temperate,outside,seasia,30,qxw,Scenario_D,non-producer,1422.38175272942,49
Diplomatic,Boreal,inside,oceania,46,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Tropical,outside,ghana,1,qo,Scenario_D,producer,-51452.5303649902,5
Diplomatic,Temperate,outside,mozambique,25,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Temperate,outside,venezuela,0,qoes,Scenario_D,non-producer,0,5
Diplomatic,Tropical,inside,efta,33,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Temperate,outside,brasil,4,qxw,Scenario_D,producer,9499.5625,5
Diplomatic,Tropical,outside,eastasia,41,qxw,Scenario_D,non-producer,294.906951904297,49
Diplomatic,Boreal,outside,china,7,qo,Scenario_D,non-producer,2485.1522102356,49
Diplomatic,Tropical,inside,oceania,12,qo,Scenario_D,non-producer,-899.801691055298,49
Diplomatic,Boreal,outside,ssa,39,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,mozambique,42,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Tropical,outside,angdrc,0,qo,Scenario_D,producer,3714.96676635742,5
Diplomatic,Temperate,outside,ivorycoast,21,qo,Scenario_D,producer,0,49
Realistic_wi_china,Boreal,outside,india,4,qxw,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,efta,21,qo,Scenario_D,non-producer,-1147.54030227661,49
Realistic_wi_china,Temperate,inside,uk,3,qxw,Scenario_D,non-producer,-4999.96419525146,5
Idealist,Temperate,outside,russia,0,qo,Scenario_D,non-producer,1500.9668238163,6
Diplomatic,Tropical,outside,eastasia,9,qxw,Scenario_D,non-producer,300.921264648438,49
Diplomatic,Temperate,outside,china,38,qo,Scenario_D,non-producer,56863.311044693,49
Diplomatic,Tropical,outside,mozambique,18,qxw,Scenario_D,non-producer,4940.57183837891,49
Diplomatic,Tropical,inside,mexico,16,qxw,Scenario_D,non-producer,-8227.95429992676,49
Diplomatic,Boreal,outside,russia,38,qxw,Scenario_D,non-producer,27186.8447875977,49
Diplomatic,Boreal,outside,angdrc,35,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,uruguay,35,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Temperate,outside,ssa,3,qo,Scenario_D,non-producer,24659.3324813843,5
Diplomatic,Tropical,outside,brasil,45,qxw,Scenario_D,producer,150310.067382813,49
Diplomatic,Temperate,outside,seasia,0,qxw,Scenario_D,non-producer,20.0006050970405,49
Diplomatic,Temperate,inside,uruguay,2,qo,Scenario_D,non-producer,0,49
Realistic_wo_china,Temperate,inside,us,1,qo,Scenario_D,non-producer,-29525.5450019836,5
Diplomatic,Tropical,inside,us,5,qxw,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,ssa,42,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Tropical,outside,malasya,2,qo,Scenario_D,producer,-215.395950317383,5
Diplomatic,Boreal,outside,indonesia,27,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,madagascar,1,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,outside,eastasia,39,qo,Scenario_D,non-producer,303.229156494141,49
Diplomatic,Temperate,inside,argentina,21,qxw,Scenario_D,producer,3641.39436149597,49
Diplomatic,Temperate,outside,restofworld,6,qo,Scenario_D,non-producer,66343.1064758301,49
Diplomatic,Tropical,outside,ssa,31,qo,Scenario_D,non-producer,149789.977325439,49
Diplomatic,Tropical,outside,latinamer,19,qo,Scenario_D,non-producer,45910.8589477539,49
Realistic_wo_china,Boreal,outside,seasia,1,qxw,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,china,15,qo,Scenario_D,non-producer,1015.67459106445,49
Diplomatic,Tropical,outside,madagascar,0,qo,Scenario_D,non-producer,-730.401107788086,49
Diplomatic,Tropical,outside,mena,19,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,us,20,qxw,Scenario_D,non-producer,40.5054471194744,49
Diplomatic,Boreal,inside,ghana,1,qxw,Scenario_D,producer,0,49
Idealist,Temperate,inside,peru,6,qo,Scenario_D,producer,14237.490524292,6
Realistic_wi_china,Temperate,inside,efta,1,qoes,Scenario_D,non-producer,18.7509059906006,5
Realistic_wo_china,Temperate,outside,southasia,5,qxw,Scenario_D,non-producer,791.398535817862,5
Diplomatic,Temperate,outside,mena,2,qo,Scenario_D,non-producer,24463.1962413788,49
Diplomatic,Boreal,outside,indonesia,33,qxw,Scenario_D,producer,0,49
Idealist,Temperate,outside,uruguay,0,qo,Scenario_D,non-producer,0,6
Realistic_wi_china,Tropical,inside,uruguay,3,qxw,Scenario_D,non-producer,0,5
Diplomatic,Temperate,outside,colombia,40,qo,Scenario_D,producer,-376.118726730347,49
Realistic_wo_china,Tropical,outside,seasia,5,qo,Scenario_D,non-producer,29815.9560546875,5
Realistic_wi_china,Temperate,inside,canada,2,qo,Scenario_D,non-producer,467090.49822998,5
Diplomatic,Boreal,inside,japan,32,qxw,Scenario_D,non-producer,-140.040725708008,49
Diplomatic,Tropical,inside,efta,21,qo,Scenario_D,non-producer,0,49
Realistic_wo_china,Boreal,outside,madagascar,1,qo,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,southasia,3,qxw,Scenario_D,non-producer,3870.9348449707,49
Diplomatic,Tropical,outside,indonesia,14,qo,Scenario_D,producer,-3915.1212978363,49
Diplomatic,Boreal,outside,latinamer,38,qo,Scenario_D,non-producer,4549.24674224854,49
Diplomatic,Tropical,inside,eu27,12,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,madagascar,20,qxw,Scenario_D,non-producer,0,49
Idealist,Boreal,inside,japan,5,qo,Scenario_D,non-producer,-188.864654541016,6
Diplomatic,Tropical,outside,malasya,21,qo,Scenario_D,producer,5187.51123046875,49
Diplomatic,Boreal,inside,efta,40,qxw,Scenario_D,non-producer,-923.542808532715,49
Diplomatic,Boreal,outside,mexico,1,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,inside,uk,13,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,uruguay,45,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,inside,mexico,5,qoes,Scenario_D,non-producer,0,5
Realistic_wo_china,Tropical,inside,ghana,1,qxw,Scenario_D,producer,54466.5447387695,5
Diplomatic,Tropical,inside,us,6,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,outside,canada,0,qxw,Scenario_D,non-producer,504.74871635437,5
Diplomatic,Temperate,inside,efta,24,qxw,Scenario_D,non-producer,-555.307739257813,49
Diplomatic,Boreal,inside,newzealand,11,qxw,Scenario_D,non-producer,-19.9694595336914,49
Diplomatic,Temperate,outside,latinamer,34,qo,Scenario_D,non-producer,17214.2362060547,49
Diplomatic,Temperate,inside,ghana,0,qoes,Scenario_D,producer,0,4
Realistic_wo_china,Temperate,inside,uruguay,3,qxw,Scenario_D,non-producer,0,5
Diplomatic,Boreal,inside,efta,18,qo,Scenario_D,non-producer,-926.722465515137,49
Realistic_wi_china,Boreal,inside,ivorycoast,4,qoes,Scenario_D,producer,0,5
Diplomatic,Boreal,inside,ghana,16,qxw,Scenario_D,producer,0,49
Diplomatic,Temperate,outside,myanmar,40,qo,Scenario_D,non-producer,982.963836669922,49
Diplomatic,Boreal,outside,madagascar,21,qo,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,argentina,6,qo,Scenario_D,producer,0,49
Diplomatic,Boreal,inside,efta,27,qo,Scenario_D,non-producer,-932.956649780273,49
Diplomatic,Temperate,outside,indonesia,3,qxw,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,canada,28,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,malasya,9,qxw,Scenario_D,producer,0,49
Realistic_wi_china,Tropical,outside,paraguay,1,qoes,Scenario_D,producer,-61.1995697021484,5
Diplomatic,Boreal,outside,china,4,qxw,Scenario_D,non-producer,1249.43431663513,49
Realistic_wo_china,Tropical,outside,southasia,4,qxw,Scenario_D,non-producer,2708.06939697266,5
Diplomatic,Boreal,outside,india,2,qo,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,venezuela,47,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Temperate,outside,seasia,1,qo,Scenario_D,non-producer,-8.50532733323053,5
Diplomatic,Tropical,outside,mena,19,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,colombia,1,qoes,Scenario_D,producer,1120401.62353516,4
Diplomatic,Tropical,outside,malasya,5,qo,Scenario_D,producer,-2097.94018554688,49
Diplomatic,Tropical,inside,canada,31,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,inside,oceania,8,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,inside,korea,28,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,colombia,41,qxw,Scenario_D,producer,-26.6489526033401,49
Diplomatic,Boreal,inside,uk,25,qo,Scenario_D,non-producer,-123.081605911255,49
Diplomatic,Temperate,outside,china,24,qo,Scenario_D,non-producer,56863.311044693,49
Diplomatic,Tropical,inside,uruguay,35,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,indonesia,30,qo,Scenario_D,producer,0,49
Diplomatic,Tropical,inside,uk,4,qxw,Scenario_D,non-producer,0,49
Realistic_wi_china,Boreal,inside,colombia,5,qoes,Scenario_D,producer,0,5
Idealist,Tropical,inside,china,2,qo,Scenario_D,non-producer,-1648.35229492188,6
Realistic_wi_china,Temperate,inside,uruguay,4,qo,Scenario_D,non-producer,0,5
Realistic_wi_china,Boreal,outside,angdrc,5,qoes,Scenario_D,producer,0,5
Realistic_wo_china,Temperate,outside,seasia,3,qxw,Scenario_D,non-producer,1470.96154308319,5
Idealist,Boreal,inside,china,3,qo,Scenario_D,non-producer,-1121.88809680939,6
Diplomatic,Boreal,inside,uk,1,qoes,Scenario_D,non-producer,-1473.50094604492,4
Idealist,Tropical,inside,southasia,4,qo,Scenario_D,non-producer,-2941.63729858398,6
Realistic_wo_china,Tropical,outside,argentina,5,qxw,Scenario_D,producer,0,5
Diplomatic,Boreal,inside,canada,29,qxw,Scenario_D,non-producer,-42636.0098266602,49
Realistic_wo_china,Boreal,outside,eastasia,0,qoes,Scenario_D,non-producer,56.4926910400391,4
Diplomatic,Boreal,outside,angdrc,28,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,eu27,31,qxw,Scenario_D,non-producer,-393909.026367188,49
Idealist,Temperate,outside,ivorycoast,1,qxw,Scenario_D,producer,0,5
Realistic_wi_china,Temperate,inside,us,1,qo,Scenario_D,non-producer,-29525.5450019836,5
Diplomatic,Temperate,inside,oceania,35,qxw,Scenario_D,non-producer,-4502.34543609619,49
Diplomatic,Temperate,outside,us,1,qo,Scenario_D,non-producer,-112343.414794922,49
Diplomatic,Temperate,inside,korea,15,qxw,Scenario_D,non-producer,-1143.68499755859,49
Idealist,Boreal,inside,uk,2,qxw,Scenario_D,non-producer,-50.2147560119629,5
Realistic_wo_china,Tropical,outside,uruguay,0,qoes,Scenario_D,non-producer,0,4
Diplomatic,Tropical,inside,us,8,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,outside,restofworld,44,qo,Scenario_D,non-producer,66339.8940124512,49
Diplomatic,Tropical,inside,brasil,11,qo,Scenario_D,producer,3393.73895263672,49
Diplomatic,Boreal,outside,eastasia,38,qxw,Scenario_D,non-producer,387.800018310547,49
Diplomatic,Tropical,outside,angdrc,0,qoes,Scenario_D,producer,3714.96676635742,4
Idealist,Tropical,outside,japan,0,qo,Scenario_D,non-producer,0,6
Realistic_wo_china,Boreal,outside,mena,4,qo,Scenario_D,non-producer,28.8035769462585,5
Diplomatic,Tropical,outside,mena,31,qo,Scenario_D,non-producer,0,49
Diplomatic,Boreal,outside,nigeria,46,qxw,Scenario_D,non-producer,0,49
Diplomatic,Tropical,outside,latinamer,27,qxw,Scenario_D,non-producer,63897.254486084,49
Diplomatic,Boreal,outside,angdrc,22,qxw,Scenario_D,producer,0,49
Diplomatic,Boreal,outside,angdrc,5,qo,Scenario_D,producer,0,49
Diplomatic,Temperate,inside,efta,34,qo,Scenario_D,non-producer,-623.566467285156,49
Diplomatic,Tropical,outside,southasia,21,qo,Scenario_D,non-producer,4064.86114501953,49
Diplomatic,Boreal,outside,ssa,43,qxw,Scenario_D,non-producer,0,49
Realistic_wo_china,Temperate,outside,japan,0,qo,Scenario_D,non-producer,547.927051544189,5
Diplomatic,Tropical,inside,bolivia,16,qxw,Scenario_D,producer,-4236.96374511719,49
Diplomatic,Boreal,outside,mena,24,qxw,Scenario_D,non-producer,29.8863863945007,49
Diplomatic,Temperate,inside,canada,38,qxw,Scenario_D,non-producer,-183851.467407227,49
Diplomatic,Boreal,outside,nigeria,38,qo,Scenario_D,non-producer,0,49
Realistic_wi_china,Tropical,inside,efta,3,qxw,Scenario_D,non-producer,0,5
Diplomatic,Tropical,outside,madagascar,10,qxw,Scenario_D,non-producer,26239.960144043,49
Diplomatic,Tropical,outside,russia,8,qxw,Scenario_D,non-producer,0,49
Diplomatic,Temperate,inside,efta,5,qo,Scenario_D,non-producer,-4528.0068359375,49
Realistic_wi_china,Temperate,outside,indonesia,0,qxw,Scenario_D,producer,0,5
Diplomatic,Temperate,outside,mexico,0,qo,Scenario_D,non-producer,-121.617926120758,49
