Origin,Sector,Zone_consumption,SubZone_Consumption,Value,CSRD_sector
BRA,Growing wheat industry,America,Central_America,13.6020620007657,Outside EU law
AGO,Growing wheat industry,America,Central_America,2.77413459564214e-02,Outside EU law
PER,Growing wheat industry,America,Central_America,2.24273695126471,Outside EU law
PRY,Growing wheat industry,America,Central_America,4.8400699383126,Outside EU law
MYS,Growing wheat industry,America,Central_America,0,Outside EU law
CIV,Growing wheat industry,America,Central_America,0,Outside EU law
IDN,Growing wheat industry,America,Central_America,0,Outside EU law
ARG,Growing wheat industry,America,Central_America,5.16312906052712,Outside EU law
GHA,Growing wheat industry,America,Central_America,0,Outside EU law
COD,Growing wheat industry,America,Central_America,1.33518955407672e-02,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,America,Central_America,6.91783585483996,Within EU law
CIV,Growing leguminous crops and oil seeds industry,America,Central_America,1.27365664134289,Within EU law
IDN,Growing leguminous crops and oil seeds industry,America,Central_America,437.953651967703,Within EU law
BRA,Growing leguminous crops and oil seeds industry,America,Central_America,429.824646573345,Within EU law
MYS,Growing leguminous crops and oil seeds industry,America,Central_America,176.615992581531,Within EU law
PER,Growing leguminous crops and oil seeds industry,America,Central_America,9.98613346356264,Within EU law
GHA,Growing leguminous crops and oil seeds industry,America,Central_America,3.11958970951565,Within EU law
COD,Growing leguminous crops and oil seeds industry,America,Central_America,0.165360922317933,Within EU law
COL,Growing leguminous crops and oil seeds industry,America,Central_America,564.119309632725,Within EU law
PRY,Growing leguminous crops and oil seeds industry,America,Central_America,1498.92720508859,Within EU law
AGO,Growing leguminous crops and oil seeds industry,America,Central_America,0.770164065685728,Within EU law
IDN,Growing fruits and nuts industry,America,Rest_of_Americas,1.06478726928275,Outside EU law
PRY,Growing fruits and nuts industry,America,Rest_of_Americas,6.43215528897987e-02,Outside EU law
AGO,Growing fruits and nuts industry,America,Rest_of_Americas,2.08061316713006e-02,Outside EU law
COD,Growing fruits and nuts industry,America,Rest_of_Americas,8.66347572204961e-02,Outside EU law
CIV,Growing fruits and nuts industry,America,Rest_of_Americas,8.94603675049315,Outside EU law
MYS,Growing fruits and nuts industry,America,Rest_of_Americas,8.32158718818336e-02,Outside EU law
PER,Growing fruits and nuts industry,America,Rest_of_Americas,0.555317352910684,Outside EU law
COL,Growing fruits and nuts industry,America,Rest_of_Americas,1.99294237313456,Outside EU law
BRA,Growing fruits and nuts industry,America,Rest_of_Americas,1.84770001509277e-02,Outside EU law
GHA,Growing fruits and nuts industry,America,Rest_of_Americas,25.0357407750058,Outside EU law
ARG,Growing fruits and nuts industry,America,Rest_of_Americas,1.92983650369849e-03,Outside EU law
BRA,Raising of cattle industry,America,Rest_of_Americas,15.7573610152227,Within EU law
PRY,Raising of cattle industry,America,Rest_of_Americas,7.98883846748264,Within EU law
GHA,Raising of cattle industry,America,Rest_of_Americas,0.164884057678648,Within EU law
CIV,Raising of cattle industry,America,Rest_of_Americas,0.114564375472041,Within EU law
MYS,Raising of cattle industry,America,Rest_of_Americas,0.111356100567692,Within EU law
IDN,Raising of cattle industry,America,Rest_of_Americas,0.923541733130226,Within EU law
ARG,Raising of cattle industry,America,Rest_of_Americas,8.28540095455483,Within EU law
AGO,Raising of cattle industry,America,Rest_of_Americas,0.106766189615548,Within EU law
PER,Raising of cattle industry,America,Rest_of_Americas,3.0718217184519,Within EU law
COD,Raising of cattle industry,America,Rest_of_Americas,0.161588017936529,Within EU law
COL,Raising of cattle industry,America,Rest_of_Americas,85.7798996571912,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,7.22825309744923e-02,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,3.81649555915453,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,0.87696842083749,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,4.81240395588937e-04,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,2.1891073415843,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,1.34647196413863e-02,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,0.168053121936556,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,1.39679619018033e-03,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,6.90169671335235e-05,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",America,Rest_of_Americas,1.36858802762669e-03,Outside EU law
PRY,Growing rice industry,America,Rest_of_Americas,9.8460771942996,Outside EU law
BRA,Growing rice industry,America,Rest_of_Americas,2.03404352307168e-03,Outside EU law
AGO,Growing rice industry,America,Rest_of_Americas,4.34193122505643e-05,Outside EU law
CIV,Growing rice industry,America,Rest_of_Americas,2.75715870946837e-02,Outside EU law
IDN,Growing rice industry,America,Rest_of_Americas,8.42786807971355e-02,Outside EU law
COL,Growing rice industry,America,Rest_of_Americas,4.97094630205707e-02,Outside EU law
PER,Growing rice industry,America,Rest_of_Americas,3.14408610287806e-04,Outside EU law
MYS,Growing rice industry,America,Rest_of_Americas,1.44977587167527e-03,Outside EU law
ARG,Growing rice industry,America,Rest_of_Americas,2.44032406491568e-05,Outside EU law
COD,Growing rice industry,America,Rest_of_Americas,9.3510263443519e-03,Outside EU law
GHA,Growing rice industry,America,Rest_of_Americas,1.83427212021501e-02,Outside EU law
IDN,Growing sugar beet and cane industry,America,Rest_of_Americas,0.324433647200586,Outside EU law
COD,Growing sugar beet and cane industry,America,Rest_of_Americas,1.35380983113426e-03,Outside EU law
AGO,Growing sugar beet and cane industry,America,Rest_of_Americas,2.87528612105425e-02,Outside EU law
BRA,Growing sugar beet and cane industry,America,Rest_of_Americas,3.4785347855913,Outside EU law
PER,Growing sugar beet and cane industry,America,Rest_of_Americas,0.317580545129334,Outside EU law
GHA,Growing sugar beet and cane industry,America,Rest_of_Americas,4.62493746302851e-04,Outside EU law
ARG,Growing sugar beet and cane industry,America,Rest_of_Americas,4.71451139275953e-03,Outside EU law
COL,Growing sugar beet and cane industry,America,Rest_of_Americas,24.819003916144,Outside EU law
PRY,Growing sugar beet and cane industry,America,Rest_of_Americas,2.13255670547366e-02,Outside EU law
CIV,Growing sugar beet and cane industry,America,Rest_of_Americas,3.37688638087095e-02,Outside EU law
MYS,Growing sugar beet and cane industry,America,Rest_of_Americas,3.76039966684671e-02,Outside EU law
COL,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,4.59017616840404,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,1.74124954489922e-02,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,6.87478212422196e-02,Outside EU law
PER,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,0.246458238863384,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,0.31750831713575,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,5.06353686096188,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,4.78934913630384e-02,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,0.87284237610994,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,9.61430436942874e-03,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",America,Rest_of_Americas,9.99330890673583e-03,Outside EU law
IDN,Growing grapes industry,America,Rest_of_Americas,0,Outside EU law
BRA,Growing grapes industry,America,Rest_of_Americas,1.48621982856294e-05,Outside EU law
AGO,Growing grapes industry,America,Rest_of_Americas,0,Outside EU law
PER,Growing grapes industry,America,Rest_of_Americas,7.90985188151914e-02,Outside EU law
PRY,Growing grapes industry,America,Rest_of_Americas,1.1664306219042e-04,Outside EU law
MYS,Growing grapes industry,America,Rest_of_Americas,0,Outside EU law
COL,Growing grapes industry,America,Rest_of_Americas,9.49472969708647e-03,Outside EU law
COD,Growing grapes industry,America,Rest_of_Americas,0,Outside EU law
CIV,Growing grapes industry,America,Rest_of_Americas,0,Outside EU law
ARG,Growing grapes industry,America,Rest_of_Americas,8.68230799400635e-04,Outside EU law
GHA,Growing grapes industry,America,Rest_of_Americas,0,Outside EU law
ARG,Growing cereals n.e.c industry,America,Rest_of_Americas,5.32911342394009e-02,Outside EU law
PRY,Growing cereals n.e.c industry,America,Rest_of_Americas,0.790831020407601,Outside EU law
AGO,Growing cereals n.e.c industry,America,Rest_of_Americas,3.40220663509896e-02,Outside EU law
CIV,Growing cereals n.e.c industry,America,Rest_of_Americas,3.31519914008365e-02,Outside EU law
GHA,Growing cereals n.e.c industry,America,Rest_of_Americas,0.206834732503128,Outside EU law
IDN,Growing cereals n.e.c industry,America,Rest_of_Americas,0,Outside EU law
BRA,Growing cereals n.e.c industry,America,Rest_of_Americas,3.68769813206785,Outside EU law
MYS,Growing cereals n.e.c industry,America,Rest_of_Americas,0,Outside EU law
COD,Growing cereals n.e.c industry,America,Rest_of_Americas,1.89895959102979e-04,Outside EU law
PER,Growing cereals n.e.c industry,America,Rest_of_Americas,0.247569606917643,Outside EU law
COL,Growing cereals n.e.c industry,America,Rest_of_Americas,0.524162810210396,Outside EU law
COL,Growing maize industry,America,Rest_of_Americas,16.8624258770867,Outside EU law
BRA,Growing maize industry,America,Rest_of_Americas,13.6377435251662,Outside EU law
ARG,Growing maize industry,America,Rest_of_Americas,0.673766682138867,Outside EU law
MYS,Growing maize industry,America,Rest_of_Americas,1.97635544233543e-02,Outside EU law
PRY,Growing maize industry,America,Rest_of_Americas,22.0627573370541,Outside EU law
IDN,Growing maize industry,America,Rest_of_Americas,5.90076329673499,Outside EU law
PER,Growing maize industry,America,Rest_of_Americas,0.862277541244462,Outside EU law
CIV,Growing maize industry,America,Rest_of_Americas,0.761394359111742,Outside EU law
COD,Growing maize industry,America,Rest_of_Americas,4.76762457881772e-02,Outside EU law
GHA,Growing maize industry,America,Rest_of_Americas,2.42073362545417,Outside EU law
AGO,Growing maize industry,America,Rest_of_Americas,0.385534929407501,Outside EU law
CIV,Growing tobacco industry,America,Rest_of_Americas,6.48103307060617e-05,Outside EU law
MYS,Growing tobacco industry,America,Rest_of_Americas,2.74205838308176e-03,Outside EU law
PRY,Growing tobacco industry,America,Rest_of_Americas,1.33481677911464,Outside EU law
PER,Growing tobacco industry,America,Rest_of_Americas,2.49845715083835e-04,Outside EU law
COD,Growing tobacco industry,America,Rest_of_Americas,5.33620142881655e-05,Outside EU law
BRA,Growing tobacco industry,America,Rest_of_Americas,0.790519981049666,Outside EU law
GHA,Growing tobacco industry,America,Rest_of_Americas,0.118203234480066,Outside EU law
IDN,Growing tobacco industry,America,Rest_of_Americas,1.18289753646594,Outside EU law
COL,Growing tobacco industry,America,Rest_of_Americas,0.545209818971132,Outside EU law
ARG,Growing tobacco industry,America,Rest_of_Americas,4.02470349033524e-03,Outside EU law
AGO,Growing tobacco industry,America,Rest_of_Americas,2.06015518271935e-07,Outside EU law
GHA,Growing fibre crops industry,America,Rest_of_Americas,1.40881650868399e-03,Outside EU law
BRA,Growing fibre crops industry,America,Rest_of_Americas,0.771080942335815,Outside EU law
ARG,Growing fibre crops industry,America,Rest_of_Americas,8.2733114193187e-02,Outside EU law
MYS,Growing fibre crops industry,America,Rest_of_Americas,1.73683098324001e-02,Outside EU law
COL,Growing fibre crops industry,America,Rest_of_Americas,1.16025224622216e-02,Outside EU law
CIV,Growing fibre crops industry,America,Rest_of_Americas,0.966438162065869,Outside EU law
IDN,Growing fibre crops industry,America,Rest_of_Americas,1.29758180402618e-02,Outside EU law
PER,Growing fibre crops industry,America,Rest_of_Americas,4.2345338422644e-02,Outside EU law
AGO,Growing fibre crops industry,America,Rest_of_Americas,1.46998658563245e-06,Outside EU law
PRY,Growing fibre crops industry,America,Rest_of_Americas,0.430207337695867,Outside EU law
COD,Growing fibre crops industry,America,Rest_of_Americas,2.91031880683557e-02,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,2.98204422333413,Within EU law
PRY,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,0.129713893517911,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,1.11062008624262e-03,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,1.4222855512667,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,4.23888928175741e-03,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,0.675784112644668,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,0.906815679473768,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,1.73265449493695e-03,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,0.700518318498174,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,1.68843920811101e-05,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",America,Rest_of_Americas,7.23636660189714e-02,Within EU law
COL,Growing crops n.e.c. industry,America,Rest_of_Americas,2.12991488443158,Within EU law
ARG,Growing crops n.e.c. industry,America,Rest_of_Americas,0,Within EU law
COD,Growing crops n.e.c. industry,America,Rest_of_Americas,6.83719256579331e-03,Within EU law
GHA,Growing crops n.e.c. industry,America,Rest_of_Americas,12.2803834684404,Within EU law
CIV,Growing crops n.e.c. industry,America,Rest_of_Americas,0.815683108879005,Within EU law
AGO,Growing crops n.e.c. industry,America,Rest_of_Americas,9.56633511809123e-05,Within EU law
PRY,Growing crops n.e.c. industry,America,Rest_of_Americas,0,Within EU law
MYS,Growing crops n.e.c. industry,America,Rest_of_Americas,8.05568254408237e-02,Within EU law
IDN,Growing crops n.e.c. industry,America,Rest_of_Americas,0.414985731973608,Within EU law
PER,Growing crops n.e.c. industry,America,Rest_of_Americas,1.36965472030972,Within EU law
BRA,Growing crops n.e.c. industry,America,Rest_of_Americas,0.570097242064981,Within EU law
COL,Growing wheat industry,America,Rest_of_Americas,0.275378206144012,Outside EU law
BRA,Growing wheat industry,America,Rest_of_Americas,1.92091465662933,Outside EU law
AGO,Growing wheat industry,America,Rest_of_Americas,2.03039266654124e-03,Outside EU law
PER,Growing wheat industry,America,Rest_of_Americas,0.256324826380292,Outside EU law
PRY,Growing wheat industry,America,Rest_of_Americas,1.9469289687643,Outside EU law
MYS,Growing wheat industry,America,Rest_of_Americas,0,Outside EU law
CIV,Growing wheat industry,America,Rest_of_Americas,0,Outside EU law
IDN,Growing wheat industry,America,Rest_of_Americas,0,Outside EU law
ARG,Growing wheat industry,America,Rest_of_Americas,0.454034355723058,Outside EU law
GHA,Growing wheat industry,America,Rest_of_Americas,0,Outside EU law
COD,Growing wheat industry,America,Rest_of_Americas,3.25283376475734e-03,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,1.40331502565786,Within EU law
CIV,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,8.18433156463558e-02,Within EU law
IDN,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,60.171253559264,Within EU law
BRA,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,59.628509344667,Within EU law
MYS,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,58.6686591902247,Within EU law
PER,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,1.07136267245566,Within EU law
GHA,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,0.550851268316349,Within EU law
COD,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,0.10305825227533,Within EU law
COL,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,15.8011063949941,Within EU law
PRY,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,17.3417568747537,Within EU law
AGO,Growing leguminous crops and oil seeds industry,America,Rest_of_Americas,9.80462862273319e-02,Within EU law
IDN,Growing fruits and nuts industry,Africa,Rest_of_Africa,0.778800051772248,Outside EU law
PRY,Growing fruits and nuts industry,Africa,Rest_of_Africa,9.416209253982e-03,Outside EU law
AGO,Growing fruits and nuts industry,Africa,Rest_of_Africa,4.89738437822475e-02,Outside EU law
COD,Growing fruits and nuts industry,Africa,Rest_of_Africa,9.33416624955067e-02,Outside EU law
CIV,Growing fruits and nuts industry,Africa,Rest_of_Africa,1.15308644792974,Outside EU law
MYS,Growing fruits and nuts industry,Africa,Rest_of_Africa,5.39274573571152e-02,Outside EU law
PER,Growing fruits and nuts industry,Africa,Rest_of_Africa,4.26440279675271e-02,Outside EU law
COL,Growing fruits and nuts industry,Africa,Rest_of_Africa,4.83474483955293e-02,Outside EU law
BRA,Growing fruits and nuts industry,Africa,Rest_of_Africa,1.18064483436797e-03,Outside EU law
GHA,Growing fruits and nuts industry,Africa,Rest_of_Africa,1.09474610503941,Outside EU law
ARG,Growing fruits and nuts industry,Africa,Rest_of_Africa,2.14616671655798e-04,Outside EU law
BRA,Raising of cattle industry,Africa,Rest_of_Africa,0.579485044458405,Within EU law
PRY,Raising of cattle industry,Africa,Rest_of_Africa,0.465947738172754,Within EU law
GHA,Raising of cattle industry,Africa,Rest_of_Africa,0.136974791278985,Within EU law
CIV,Raising of cattle industry,Africa,Rest_of_Africa,1.93297792833736e-02,Within EU law
MYS,Raising of cattle industry,Africa,Rest_of_Africa,0.105933162754586,Within EU law
IDN,Raising of cattle industry,Africa,Rest_of_Africa,0.474496713087237,Within EU law
ARG,Raising of cattle industry,Africa,Rest_of_Africa,0.437485406746685,Within EU law
AGO,Raising of cattle industry,Africa,Rest_of_Africa,8.27980505277201,Within EU law
PER,Raising of cattle industry,Africa,Rest_of_Africa,0.109318635184569,Within EU law
COD,Raising of cattle industry,Africa,Rest_of_Africa,0.222543380776968,Within EU law
COL,Raising of cattle industry,Africa,Rest_of_Africa,0.345737349135208,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,9.14122822089023e-04,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,0.787904099222985,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,0.437239450290622,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,1.6204095820619e-04,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,0.125331886878131,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,1.83687232281473e-03,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,2.4184331413516e-03,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,1.90739535933407e-05,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,1.32447658311094e-04,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Rest_of_Africa,2.41015777473279e-03,Outside EU law
PRY,Growing rice industry,Africa,Rest_of_Africa,7.6866235851047e-02,Outside EU law
BRA,Growing rice industry,Africa,Rest_of_Africa,8.30809482257386e-04,Outside EU law
AGO,Growing rice industry,Africa,Rest_of_Africa,9.35629010725826e-06,Outside EU law
CIV,Growing rice industry,Africa,Rest_of_Africa,0.26115786757838,Outside EU law
IDN,Growing rice industry,Africa,Rest_of_Africa,2.95111789391336e-02,Outside EU law
COL,Growing rice industry,Africa,Rest_of_Africa,5.68717531953377e-04,Outside EU law
PER,Growing rice industry,Africa,Rest_of_Africa,4.32842569528853e-05,Outside EU law
MYS,Growing rice industry,Africa,Rest_of_Africa,4.10558157248487e-04,Outside EU law
ARG,Growing rice industry,Africa,Rest_of_Africa,3.25726398385857e-06,Outside EU law
COD,Growing rice industry,Africa,Rest_of_Africa,2.13473089538887e-03,Outside EU law
GHA,Growing rice industry,Africa,Rest_of_Africa,1.31823481641761e-02,Outside EU law
IDN,Growing sugar beet and cane industry,Africa,Rest_of_Africa,0.651594395569453,Outside EU law
COD,Growing sugar beet and cane industry,Africa,Rest_of_Africa,1.2359252628688e-03,Outside EU law
AGO,Growing sugar beet and cane industry,Africa,Rest_of_Africa,2.00337398090762e-02,Outside EU law
BRA,Growing sugar beet and cane industry,Africa,Rest_of_Africa,0.629891319606532,Outside EU law
PER,Growing sugar beet and cane industry,Africa,Rest_of_Africa,6.61579020001397e-03,Outside EU law
GHA,Growing sugar beet and cane industry,Africa,Rest_of_Africa,7.4731498411057e-04,Outside EU law
ARG,Growing sugar beet and cane industry,Africa,Rest_of_Africa,2.97508320493882e-04,Outside EU law
COL,Growing sugar beet and cane industry,Africa,Rest_of_Africa,0.167577973481918,Outside EU law
PRY,Growing sugar beet and cane industry,Africa,Rest_of_Africa,2.2254089788502e-03,Outside EU law
CIV,Growing sugar beet and cane industry,Africa,Rest_of_Africa,1.13739862118553e-02,Outside EU law
MYS,Growing sugar beet and cane industry,Africa,Rest_of_Africa,7.20438862529295e-02,Outside EU law
COL,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,1.64253384049536e-02,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,1.73015890041892e-02,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,1.55484742663007e-02,Outside EU law
PER,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,9.91615322578995e-03,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,2.92376303252995,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,8.49398140631125,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,3.70445902354813e-03,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,1.01181768690844,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,2.7445204719731e-02,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",Africa,Rest_of_Africa,4.07542046821054e-03,Outside EU law
IDN,Growing grapes industry,Africa,Rest_of_Africa,0,Outside EU law
BRA,Growing grapes industry,Africa,Rest_of_Africa,4.84033556346749e-06,Outside EU law
AGO,Growing grapes industry,Africa,Rest_of_Africa,0,Outside EU law
PER,Growing grapes industry,Africa,Rest_of_Africa,1.14851266256043e-02,Outside EU law
PRY,Growing grapes industry,Africa,Rest_of_Africa,1.25525001352225e-05,Outside EU law
MYS,Growing grapes industry,Africa,Rest_of_Africa,0,Outside EU law
COL,Growing grapes industry,Africa,Rest_of_Africa,3.7013852951526e-05,Outside EU law
COD,Growing grapes industry,Africa,Rest_of_Africa,0,Outside EU law
CIV,Growing grapes industry,Africa,Rest_of_Africa,0,Outside EU law
ARG,Growing grapes industry,Africa,Rest_of_Africa,7.75519627786984e-05,Outside EU law
GHA,Growing grapes industry,Africa,Rest_of_Africa,0,Outside EU law
ARG,Growing cereals n.e.c industry,Africa,Rest_of_Africa,9.81918390432102e-03,Outside EU law
PRY,Growing cereals n.e.c industry,Africa,Rest_of_Africa,2.41720779142328e-02,Outside EU law
AGO,Growing cereals n.e.c industry,Africa,Rest_of_Africa,6.89589860405938e-02,Outside EU law
CIV,Growing cereals n.e.c industry,Africa,Rest_of_Africa,0.206074661580973,Outside EU law
GHA,Growing cereals n.e.c industry,Africa,Rest_of_Africa,0.253320468061725,Outside EU law
IDN,Growing cereals n.e.c industry,Africa,Rest_of_Africa,0,Outside EU law
BRA,Growing cereals n.e.c industry,Africa,Rest_of_Africa,0.270118567364975,Outside EU law
MYS,Growing cereals n.e.c industry,Africa,Rest_of_Africa,0,Outside EU law
COD,Growing cereals n.e.c industry,Africa,Rest_of_Africa,1.17357513077074e-04,Outside EU law
PER,Growing cereals n.e.c industry,Africa,Rest_of_Africa,1.1515121382866e-02,Outside EU law
COL,Growing cereals n.e.c industry,Africa,Rest_of_Africa,1.48598034968298e-03,Outside EU law
COL,Growing maize industry,Africa,Rest_of_Africa,7.77163249005214e-02,Outside EU law
BRA,Growing maize industry,Africa,Rest_of_Africa,3.41537939040578,Outside EU law
ARG,Growing maize industry,Africa,Rest_of_Africa,6.29732784316599,Outside EU law
MYS,Growing maize industry,Africa,Rest_of_Africa,0.135346890830369,Outside EU law
PRY,Growing maize industry,Africa,Rest_of_Africa,30.7211491697652,Outside EU law
IDN,Growing maize industry,Africa,Rest_of_Africa,6.32368241160548,Outside EU law
PER,Growing maize industry,Africa,Rest_of_Africa,2.36111018476059e-02,Outside EU law
CIV,Growing maize industry,Africa,Rest_of_Africa,0.225123511263939,Outside EU law
COD,Growing maize industry,Africa,Rest_of_Africa,4.10207682602123e-02,Outside EU law
GHA,Growing maize industry,Africa,Rest_of_Africa,3.41225694747256,Outside EU law
AGO,Growing maize industry,Africa,Rest_of_Africa,0.793065248572001,Outside EU law
CIV,Growing tobacco industry,Africa,Rest_of_Africa,8.74924821615021e-04,Outside EU law
MYS,Growing tobacco industry,Africa,Rest_of_Africa,1.74568073680535e-03,Outside EU law
PRY,Growing tobacco industry,Africa,Rest_of_Africa,1.11490216341861e-02,Outside EU law
PER,Growing tobacco industry,Africa,Rest_of_Africa,2.52718672127626e-05,Outside EU law
COD,Growing tobacco industry,Africa,Rest_of_Africa,3.34475799930009e-04,Outside EU law
BRA,Growing tobacco industry,Africa,Rest_of_Africa,4.75889436017332e-02,Outside EU law
GHA,Growing tobacco industry,Africa,Rest_of_Africa,4.0835885255166e-02,Outside EU law
IDN,Growing tobacco industry,Africa,Rest_of_Africa,0.704741835293342,Outside EU law
COL,Growing tobacco industry,Africa,Rest_of_Africa,1.8801057363684e-02,Outside EU law
ARG,Growing tobacco industry,Africa,Rest_of_Africa,2.31155976949787e-04,Outside EU law
AGO,Growing tobacco industry,Africa,Rest_of_Africa,2.36029028135625e-04,Outside EU law
GHA,Growing fibre crops industry,Africa,Rest_of_Africa,7.85707710757509e-04,Outside EU law
BRA,Growing fibre crops industry,Africa,Rest_of_Africa,3.32814856520369,Outside EU law
ARG,Growing fibre crops industry,Africa,Rest_of_Africa,0.498793105674075,Outside EU law
MYS,Growing fibre crops industry,Africa,Rest_of_Africa,1.49924616827786e-02,Outside EU law
COL,Growing fibre crops industry,Africa,Rest_of_Africa,2.69844634785337e-03,Outside EU law
CIV,Growing fibre crops industry,Africa,Rest_of_Africa,5.23692046388798,Outside EU law
IDN,Growing fibre crops industry,Africa,Rest_of_Africa,1.37038925473279e-02,Outside EU law
PER,Growing fibre crops industry,Africa,Rest_of_Africa,6.90222216572225e-02,Outside EU law
AGO,Growing fibre crops industry,Africa,Rest_of_Africa,4.30363298629192e-05,Outside EU law
PRY,Growing fibre crops industry,Africa,Rest_of_Africa,0.557413163484767,Outside EU law
COD,Growing fibre crops industry,Africa,Rest_of_Africa,8.17450759031646e-02,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",Africa,Rest_of_Africa,0.180297232971013,Within EU law
